Country,Province,Confirmed,Deaths,Cast_Fatality_Ratio
US,North Carolina,18332,283,1.5437486362644557
US,North Carolina,30340,239,0.7877389584706658
US,North Carolina,108394,724,0.6679336494639925
US,North Carolina,6012,39,0.6487025948103793
US,North Carolina,9425,32,0.3395225464190981
US,North Carolina,52467,479,0.9129548096899003
US,North Carolina,13837,119,0.8600130086001301
US,North Carolina,19803,256,1.2927334242286521
US,North Carolina,96612,378,0.3912557446279965
US,North Carolina,16644,173,1.0394136024993992
US,North Carolina,116890,926,0.7921977927966464
US,North Carolina,25152,92,0.3657760814249364
US,North Carolina,77369,939,1.2136643875453994
US,North Carolina,2283,21,0.9198423127463863
US,North Carolina,2817,31,1.1004614838480653
US,North Carolina,18210,125,0.686436024162548
US,North Carolina,6828,76,1.1130638547158758
US,North Carolina,149756,1370,0.9148214428804188
US,North Carolina,17538,202,1.1517846960884937
US,North Carolina,40408,365,0.9032864779251634
US,North Carolina,16296,247,1.5157093765341187
US,North Carolina,31061,356,1.146131805157593
US,North Carolina,5938,96,1.6167059616032333
US,North Carolina,18371,135,0.734853845735126
US,North Carolina,1634,14,0.8567931456548348
US,North Carolina,58168,523,0.8991197909503507
US,North Carolina,11556,107,0.9259259259259259
US,North Carolina,71668,487,0.6795222414466707
US,North Carolina,2735,47,1.7184643510054844
US,North Carolina,19151,170,0.8876821053730876
US,North Carolina,18979,243,1.2803625059276043
US,North Carolina,28750,200,0.6956521739130435
US,North Carolina,9307,132,1.4182873106264102
US,North Carolina,6062,85,1.4021774991751896
US,North Carolina,7405,97,1.3099257258609047
US,North Carolina,16458,191,1.1605298335156156
US,North Carolina,346678,1811,0.5223867681248883
US,North Carolina,4513,42,0.9306448038998449
US,North Carolina,8529,140,1.6414585531715324
US,North Carolina,29805,365,1.2246267404797853
US,North Carolina,31054,350,1.1270689766213693
US,North Carolina,61037,448,0.7339810279011092
US,North Carolina,5483,92,1.6779135509757432
US,North Carolina,62445,418,0.6693890623748899
US,North Carolina,36782,151,0.4105268881518134
US,North Carolina,3281,36,1.097226455348979
US,North Carolina,10066,134,1.3312139876813034
US,North Carolina,17888,148,0.8273703041144902
US,North Carolina,3316,26,0.7840772014475271
US,North Carolina,11602,115,0.9912084123426995
US,North Carolina,63739,280,0.43929148558967035
US,North Carolina,4696,69,1.469335604770017
US,North Carolina,41837,487,1.1640413987618614
US,North Carolina,15521,208,1.3401198376393273
US,North Carolina,49294,580,1.1766137866677486
US,North Carolina,26073,317,1.215817128830591
US,North Carolina,48841,621,1.271472738068426
US,North Carolina,20481,421,2.055563693179044
US,North Carolina,22285,205,0.9199012788871438
US,North Carolina,12037,147,1.2212345268754674
US,North Carolina,22773,284,1.2470908532033549
US,North Carolina,14193,198,1.3950538998097655
US,North Carolina,26419,399,1.5102766948029827
US,North Carolina,4626,53,1.1456982274102896
US,North Carolina,7837,86,1.0973586831695803
US,North Carolina,1164,9,0.7731958762886598
US,North Carolina,0,0,
US,North Carolina,74737,518,0.6930971272595903
US,North Carolina,14785,131,0.8860331416976666
US,North Carolina,372989,1275,0.3418331371702651
US,North Carolina,5394,51,0.9454949944382648
US,North Carolina,3664,53,1.4465065502183405
US,North Carolina,14298,78,0.5455308434746118
US,North Carolina,39067,441,1.1288299587887476
US,North Carolina,21461,293,1.3652672289268906
US,North Carolina,26131,349,1.3355784317477326
US,North Carolina,14045,137,0.975436098255607
US,North Carolina,6172,67,1.085547634478289
US,North Dakota,661,10,1.51285930408472
US,North Dakota,3473,47,1.3532968615030234
US,North Dakota,2207,23,1.042138649750793
US,North Dakota,167,1,0.5988023952095808
US,North Dakota,1798,26,1.4460511679644048
US,North Dakota,906,9,0.9933774834437086
US,North Dakota,471,3,0.6369426751592356
US,North Dakota,39677,303,0.7636666078584571
US,North Dakota,68523,333,0.48596821505188037
US,North Dakota,941,7,0.7438894792773645
US,North Dakota,1703,39,2.2900763358778624
US,North Dakota,557,4,0.718132854578097
US,North Dakota,1165,8,0.6866952789699571
US,North Dakota,855,6,0.7017543859649122
US,North Dakota,830,18,2.1686746987951806
US,North Dakota,1111,23,2.07020702070207
US,North Dakota,502,4,0.796812749003984
US,North Dakota,25768,125,0.4850977957156163
US,North Dakota,535,11,2.05607476635514
US,North Dakota,662,2,0.3021148036253776
US,North Dakota,939,8,0.8519701810436635
US,North Dakota,575,13,2.260869565217391
US,North Dakota,1136,20,1.7605633802816902
US,North Dakota,540,12,2.2222222222222223
US,North Dakota,1524,31,2.0341207349081363
US,North Dakota,837,9,1.075268817204301
US,North Dakota,3577,25,0.698909700866648
US,North Dakota,3076,49,1.5929778933680103
US,North Dakota,2906,24,0.8258774948382657
US,North Dakota,12789,142,1.1103291891469231
US,North Dakota,3728,37,0.9924892703862661
US,North Dakota,875,18,2.057142857142857
US,North Dakota,363,5,1.3774104683195592
US,North Dakota,2283,16,0.700832238282961
US,North Dakota,1199,32,2.6688907422852375
US,North Dakota,4116,57,1.3848396501457727
US,North Dakota,1814,28,1.543550165380375
US,North Dakota,627,15,2.3923444976076556
US,North Dakota,4603,23,0.49967412557028024
US,North Dakota,7458,43,0.5765620809868598
US,North Dakota,1232,9,0.7305194805194806
US,North Dakota,326,7,2.147239263803681
US,North Dakota,1564,19,1.2148337595907928
US,North Dakota,68,0,0.0
US,North Dakota,13261,86,0.6485182112962823
US,North Dakota,418,2,0.4784688995215311
US,North Dakota,7982,97,1.2152342771235278
US,North Dakota,724,12,1.6574585635359116
US,North Dakota,2381,26,1.0919781604367913
US,North Dakota,0,0,
US,North Dakota,3927,34,0.8658008658008658
US,North Dakota,23184,251,1.0826432022084196
US,North Dakota,1169,12,1.0265183917878529
US,North Dakota,11797,68,0.5764177333220311
US,Northern Mariana Islands,13212,41,0.3103239479261278
US,Ohio,8458,157,1.856230787420194
US,Ohio,31880,494,1.5495608531994982
US,Ohio,14293,231,1.6161757503673126
US,Ohio,24596,451,1.8336314847942754
US,Ohio,18911,155,0.8196287874781873
US,Ohio,13448,191,1.4202855443188578
US,Ohio,18351,323,1.7601220641926871
US,Ohio,13352,192,1.4379868184541642
US,Ohio,110834,1212,1.0935272569789054
US,Ohio,6092,131,2.1503611293499674
US,Ohio,10328,156,1.5104570100697134
US,Ohio,41485,608,1.465589972279137
US,Ohio,62264,600,0.9636386997301811
US,Ohio,12152,178,1.4647794601711652
US,Ohio,28578,498,1.7425992021834977
US,Ohio,9683,166,1.7143447278735928
US,Ohio,13541,223,1.6468503064766264
US,Ohio,330423,4005,1.2120826940013256
US,Ohio,14410,245,1.700208188757807
US,Ohio,11878,172,1.4480552281528878
US,Ohio,53521,285,0.5325012611871975
US,Ohio,23592,281,1.1910817226178365
US,Ohio,45383,449,0.9893572483088381
US,Ohio,8965,131,1.4612381483547128
US,Ohio,349372,2735,0.7828331978521461
US,Ohio,11982,183,1.527290936404607
US,Ohio,9822,133,1.3541030340052942
US,Ohio,19326,285,1.4746972989754734
US,Ohio,45786,531,1.159743152928843
US,Ohio,13069,163,1.2472262606167266
US,Ohio,226493,2166,0.9563209459011979
US,Ohio,20105,289,1.4374533698085052
US,Ohio,8329,164,1.9690238924240606
US,Ohio,3979,80,2.0105554159336516
US,Ohio,7496,113,1.507470651013874
US,Ohio,12781,187,1.46310930287145
US,Ohio,8266,129,1.560609726590854
US,Ohio,5669,188,3.316281531134239
US,Ohio,17221,228,1.323964926543174
US,Ohio,11211,147,1.3112122023013113
US,Ohio,17980,336,1.8687430478309233
US,Ohio,15990,244,1.5259537210756724
US,Ohio,58634,777,1.3251696967629703
US,Ohio,22728,282,1.2407602956705386
US,Ohio,50204,498,0.99195283244363
US,Ohio,12197,177,1.4511765188161023
US,Ohio,84063,1029,1.2240819385460904
US,Ohio,120486,1481,1.2291884534302742
US,Ohio,11126,143,1.285277727844688
US,Ohio,64132,1148,1.7900580053639368
US,Ohio,23361,282,1.2071401053037114
US,Ohio,48179,528,1.0959131571846654
US,Ohio,5957,97,1.6283364109451066
US,Ohio,10905,146,1.338835396607061
US,Ohio,30277,497,1.6415100571390824
US,Ohio,4027,82,2.036255276881053
US,Ohio,153000,2136,1.396078431372549
US,Ohio,3963,61,1.5392379510471865
US,Ohio,9062,108,1.1917898918561025
US,Ohio,30243,312,1.0316436861422478
US,Ohio,3793,61,1.6082256788821514
US,Ohio,10246,150,1.463985945734921
US,Ohio,5341,75,1.4042314173375772
US,Ohio,9945,132,1.3273001508295625
US,Ohio,20386,236,1.1576572157362897
US,Ohio,9476,132,1.3929928239763614
US,Ohio,41866,470,1.1226293412315482
US,Ohio,11052,204,1.8458197611292073
US,Ohio,9397,160,1.7026710652335852
US,Ohio,37704,534,1.4162953532781668
US,Ohio,23661,317,1.3397574067030134
US,Ohio,16576,253,1.5263030888030888
US,Ohio,26087,270,1.034998275002875
US,Ohio,14979,240,1.6022431403965551
US,Ohio,12869,198,1.5385810863314944
US,Ohio,93854,1785,1.9018901698382593
US,Ohio,135835,1804,1.3280818640262082
US,Ohio,50358,990,1.9659239842726082
US,Ohio,24213,521,2.151736670383678
US,Ohio,0,5,
US,Ohio,19013,111,0.5838110766317782
US,Ohio,7791,155,1.9894750352971378
US,Ohio,3517,59,1.6775661074779642
US,Ohio,69204,629,0.9089069995953991
US,Ohio,14757,236,1.5992410381513857
US,Ohio,27414,459,1.6743269862114247
US,Ohio,11253,169,1.501821736425842
US,Ohio,37036,384,1.036829031212874
US,Ohio,6297,108,1.715102429728442
US,Oklahoma,9362,78,0.8331553086947233
US,Oklahoma,1834,17,0.9269356597600873
US,Oklahoma,4403,54,1.2264365205541676
US,Oklahoma,1134,11,0.9700176366843033
US,Oklahoma,6817,108,1.5842746075986505
US,Oklahoma,2790,48,1.7204301075268817
US,Oklahoma,16176,140,0.8654797230464887
US,Oklahoma,9521,182,1.9115639113538494
US,Oklahoma,46209,406,0.8786167196866411
US,Oklahoma,17589,250,1.421342884757519
US,Oklahoma,16665,162,0.9720972097209721
US,Oklahoma,4814,68,1.4125467386788533
US,Oklahoma,672,8,1.1904761904761905
US,Oklahoma,94931,861,0.9069745394023028
US,Oklahoma,1979,25,1.263264274886306
US,Oklahoma,37412,416,1.1119426921843258
US,Oklahoma,1591,35,2.1998742928975488
US,Oklahoma,5651,59,1.0440629976995222
US,Oklahoma,21359,345,1.6152441593707572
US,Oklahoma,9182,174,1.895011979960793
US,Oklahoma,12988,212,1.632275947028026
US,Oklahoma,1191,35,2.938706968933669
US,Oklahoma,972,11,1.131687242798354
US,Oklahoma,17364,304,1.75074867542041
US,Oklahoma,8079,152,1.881420967941577
US,Oklahoma,16025,257,1.6037441497659906
US,Oklahoma,1228,17,1.3843648208469055
US,Oklahoma,1498,43,2.870493991989319
US,Oklahoma,759,12,1.5810276679841897
US,Oklahoma,814,12,1.4742014742014742
US,Oklahoma,3220,43,1.3354037267080745
US,Oklahoma,2989,63,2.107728337236534
US,Oklahoma,7826,110,1.4055711730130336
US,Oklahoma,1494,26,1.7402945113788488
US,Oklahoma,3638,57,1.5667949422759757
US,Oklahoma,14442,224,1.5510317130591331
US,Oklahoma,4675,71,1.518716577540107
US,Oklahoma,2236,55,2.4597495527728084
US,Oklahoma,2575,38,1.4757281553398058
US,Oklahoma,14778,112,0.7578833401001489
US,Oklahoma,9298,146,1.5702301570230157
US,Oklahoma,12841,171,1.3316719881629158
US,Oklahoma,3680,45,1.2228260869565217
US,Oklahoma,2821,42,1.488833746898263
US,Oklahoma,5321,48,0.9020860740462319
US,Oklahoma,12330,169,1.3706407137064072
US,Oklahoma,13574,141,1.0387505525268896
US,Oklahoma,9219,169,1.833170625881332
US,Oklahoma,5504,129,2.34375
US,Oklahoma,4943,83,1.679142221323083
US,Oklahoma,23178,358,1.5445681249460697
US,Oklahoma,3448,45,1.3051044083526682
US,Oklahoma,3118,44,1.4111610006414368
US,Oklahoma,4044,64,1.5825914935707222
US,Oklahoma,233938,2591,1.107558412912823
US,Oklahoma,11190,204,1.8230563002680966
US,Oklahoma,12897,176,1.3646584477010157
US,Oklahoma,11012,129,1.1714493280058118
US,Oklahoma,0,0,
US,Oklahoma,4780,85,1.7782426778242677
US,Oklahoma,21815,178,0.8159523263809305
US,Oklahoma,13116,226,1.723086306800854
US,Oklahoma,15321,164,1.0704262123882253
US,Oklahoma,24977,298,1.1930976498378507
US,Oklahoma,3101,45,1.4511447920025797
US,Oklahoma,1038,16,1.5414258188824663
US,Oklahoma,29831,400,1.340886996748349
US,Oklahoma,7312,140,1.9146608315098468
US,Oklahoma,12400,111,0.8951612903225806
US,Oklahoma,12694,214,1.6858358279502128
US,Oklahoma,6605,57,0.8629825889477668
US,Oklahoma,1729,36,2.0821283979178715
US,Oklahoma,201565,2281,1.1316448788232083
US,Oklahoma,1010,2205,218.31683168316832
US,Oklahoma,25746,289,1.1225044667132758
US,Oklahoma,14816,271,1.8291036717062634
US,Oklahoma,3073,58,1.8874064432150992
US,Oklahoma,2590,42,1.6216216216216217
US,Oklahoma,5963,83,1.39191682039242
US,Oregon,3719,63,1.6940037644528099
US,Oregon,21026,88,0.4185294397412727
US,Oregon,80674,765,0.94826090190148
US,Oregon,6012,60,0.998003992015968
US,Oregon,9814,113,1.1514163439983698
US,Oregon,14119,179,1.267795169629577
US,Oregon,7620,93,1.220472440944882
US,Oregon,4425,67,1.5141242937853108
US,Oregon,59648,365,0.6119232832618026
US,Oregon,25032,441,1.761744966442953
US,Oregon,312,6,1.9230769230769231
US,Oregon,2193,26,1.1855905152758779
US,Oregon,1914,41,2.142110762800418
US,Oregon,4479,48,1.071667782987274
US,Oregon,52255,603,1.1539565591809395
US,Oregon,8689,102,1.1738980319944758
US,Oregon,19958,384,1.9240404850185389
US,Oregon,17253,249,1.443227264823509
US,Oregon,1637,32,1.9547953573610262
US,Oregon,75229,662,0.8799797950258544
US,Oregon,8825,108,1.2237960339943343
US,Oregon,31844,312,0.9797764099987438
US,Oregon,9344,121,1.2949486301369864
US,Oregon,84536,801,0.9475253146588436
US,Oregon,3296,37,1.1225728155339805
US,Oregon,163656,1407,0.8597301657134477
US,Oregon,19526,157,0.8040561302878214
US,Oregon,380,6,1.5789473684210527
US,Oregon,4791,75,1.5654351909830932
US,Oregon,25609,248,0.9684095435198563
US,Oregon,1,0,0.0
US,Oregon,5690,92,1.616871704745167
US,Oregon,1531,22,1.4369693011103855
US,Oregon,6483,73,1.1260219034397656
US,Oregon,117164,729,0.622204772797105
US,Oregon,277,3,1.0830324909747293
US,Oregon,21757,246,1.130670588776026
US,Pennsylvania,29741,402,1.351669412595407
US,Pennsylvania,326108,3643,1.1171145755393919
US,Pennsylvania,17659,376,2.129225890480775
US,Pennsylvania,47203,791,1.6757409486685169
US,Pennsylvania,12397,283,2.282810357344519
US,Pennsylvania,120444,1701,1.4122745840390556
US,Pennsylvania,33917,666,1.9636170651885485
US,Pennsylvania,19551,225,1.1508362743593679
US,Pennsylvania,147843,2067,1.3981047462510907
US,Pennsylvania,52961,807,1.5237627688298936
US,Pennsylvania,41458,789,1.9031308794442567
US,Pennsylvania,977,22,2.2517911975435005
US,Pennsylvania,18997,322,1.6950044743906933
US,Pennsylvania,42260,379,0.8968291528632276
US,Pennsylvania,112011,1271,1.1347099838408727
US,Pennsylvania,9557,216,2.260123469708067
US,Pennsylvania,23088,382,1.6545391545391546
US,Pennsylvania,10672,137,1.2837331334332833
US,Pennsylvania,18497,269,1.4542898848461914
US,Pennsylvania,23785,351,1.475719991591339
US,Pennsylvania,60156,945,1.570915619389587
US,Pennsylvania,69079,1033,1.4953893368462194
US,Pennsylvania,134221,1985,1.4789041953196593
US,Pennsylvania,8271,115,1.3904001934469834
US,Pennsylvania,69029,859,1.2444045256341538
US,Pennsylvania,37566,732,1.9485705158920301
US,Pennsylvania,2480,35,1.4112903225806452
US,Pennsylvania,48501,763,1.5731634399290737
US,Pennsylvania,4834,69,1.4273893256102606
US,Pennsylvania,10239,114,1.1133899794901845
US,Pennsylvania,13282,268,2.017768408372233
US,Pennsylvania,21008,383,1.823115003808073
US,Pennsylvania,10628,257,2.4181407602559277
US,Pennsylvania,5530,189,3.4177215189873418
US,Pennsylvania,55316,858,1.5510882927182008
US,Pennsylvania,141466,2010,1.4208361019608953
US,Pennsylvania,22225,446,2.0067491563554554
US,Pennsylvania,42818,546,1.275164650380681
US,Pennsylvania,105598,1320,1.2500236746908084
US,Pennsylvania,89450,1519,1.6981553940749021
US,Pennsylvania,33459,576,1.7215099076481664
US,Pennsylvania,9493,163,1.7170546718634783
US,Pennsylvania,27209,529,1.944209636517329
US,Pennsylvania,14412,298,2.067721343325007
US,Pennsylvania,45322,568,1.2532544900931115
US,Pennsylvania,189186,2514,1.3288509720592432
US,Pennsylvania,5625,96,1.7066666666666668
US,Pennsylvania,94718,1186,1.2521379252095695
US,Pennsylvania,27131,570,2.100917769341344
US,Pennsylvania,10011,194,1.9378683448206973
US,Pennsylvania,373565,5371,1.437768527565484
US,Pennsylvania,12549,108,0.8606263447286636
US,Pennsylvania,3737,99,2.6491838373026493
US,Pennsylvania,40336,731,1.8122768742562476
US,Pennsylvania,9302,166,1.784562459686089
US,Pennsylvania,21573,429,1.9885968571825894
US,Pennsylvania,1313,37,2.817974105102818
US,Pennsylvania,9604,122,1.2703040399833403
US,Pennsylvania,9822,210,2.1380574221136226
US,Pennsylvania,0,0,
US,Pennsylvania,13108,159,1.212999694842844
US,Pennsylvania,13310,261,1.960931630353118
US,Pennsylvania,9204,229,2.4880486744893524
US,Pennsylvania,61501,694,1.1284369359847808
US,Pennsylvania,12537,193,1.5394432479859617
US,Pennsylvania,95188,1495,1.5705761230407194
US,Pennsylvania,6196,117,1.8883150419625565
US,Pennsylvania,139833,1611,1.1520885627856086
US,Puerto Rico,6046,0,0.0
US,Puerto Rico,11821,0,0.0
US,Puerto Rico,14957,0,0.0
US,Puerto Rico,7604,0,0.0
US,Puerto Rico,7669,0,0.0
US,Puerto Rico,7547,0,0.0
US,Puerto Rico,26911,0,0.0
US,Puerto Rico,5144,0,0.0
US,Puerto Rico,7001,0,0.0
US,Puerto Rico,8626,0,0.0
US,Puerto Rico,60871,0,0.0
US,Puerto Rico,12634,0,0.0
US,Puerto Rico,40746,0,0.0
US,Puerto Rico,10321,0,0.0
US,Puerto Rico,11896,0,0.0
US,Puerto Rico,47276,0,0.0
US,Puerto Rico,6775,0,0.0
US,Puerto Rico,13235,0,0.0
US,Puerto Rico,2959,0,0.0
US,Puerto Rico,4855,0,0.0
US,Puerto Rico,12991,0,0.0
US,Puerto Rico,10596,0,0.0
US,Puerto Rico,5525,0,0.0
US,Puerto Rico,11263,0,0.0
US,Puerto Rico,495,0,0.0
US,Puerto Rico,11410,0,0.0
US,Puerto Rico,8828,0,0.0
US,Puerto Rico,4333,0,0.0
US,Puerto Rico,3542,0,0.0
US,Puerto Rico,10992,0,0.0
US,Puerto Rico,5338,0,0.0
US,Puerto Rico,27901,0,0.0
US,Puerto Rico,13637,0,0.0
US,Puerto Rico,10911,0,0.0
US,Puerto Rico,4551,0,0.0
US,Puerto Rico,15769,0,0.0
US,Puerto Rico,13120,0,0.0
US,Puerto Rico,5114,0,0.0
US,Puerto Rico,13434,0,0.0
US,Puerto Rico,11758,0,0.0
US,Puerto Rico,6213,0,0.0
US,Puerto Rico,9756,0,0.0
US,Puerto Rico,2620,0,0.0
US,Puerto Rico,11040,0,0.0
US,Puerto Rico,5387,0,0.0
US,Puerto Rico,4799,0,0.0
US,Puerto Rico,11498,0,0.0
US,Puerto Rico,1430,0,0.0
US,Puerto Rico,2993,0,0.0
US,Puerto Rico,20229,0,0.0
US,Puerto Rico,12194,0,0.0
US,Puerto Rico,8571,0,0.0
US,Puerto Rico,6727,0,0.0
US,Puerto Rico,8934,0,0.0
US,Puerto Rico,6029,0,0.0
US,Puerto Rico,434,0,0.0
US,Puerto Rico,5100,0,0.0
US,Puerto Rico,5371,0,0.0
US,Puerto Rico,38259,0,0.0
US,Puerto Rico,8279,0,0.0
US,Puerto Rico,4017,0,0.0
US,Puerto Rico,13197,0,0.0
US,Puerto Rico,5858,0,0.0
US,Puerto Rico,7633,0,0.0
US,Puerto Rico,8423,0,0.0
US,Puerto Rico,94117,0,0.0
US,Puerto Rico,10914,0,0.0
US,Puerto Rico,12564,0,0.0
US,Puerto Rico,6083,0,0.0
US,Puerto Rico,20228,0,0.0
US,Puerto Rico,22464,0,0.0
US,Puerto Rico,17768,0,0.0
US,Puerto Rico,24928,5350,21.46181001283697
US,Puerto Rico,7578,0,0.0
US,Puerto Rico,11143,0,0.0
US,Puerto Rico,18643,0,0.0
US,Puerto Rico,1668,0,0.0
US,Puerto Rico,6990,0,0.0
US,Puerto Rico,9343,0,0.0
US,Puerto Rico,10244,0,0.0
US,Recovered,0,0,
US,Rhode Island,16923,192,1.134550611593689
US,Rhode Island,60769,539,0.8869653935394691
US,Rhode Island,25119,102,0.4060671205063896
US,Rhode Island,263963,2647,1.0027920579778227
US,Rhode Island,29275,2,0.006831767719897523
US,Rhode Island,40855,261,0.6388446946518174
US,South Carolina,7384,71,0.9615384615384616
US,South Carolina,49096,447,0.9104611373635326
US,South Carolina,2359,24,1.0173802458668928
US,South Carolina,66336,1060,1.5979257115291847
US,South Carolina,4102,76,1.8527547537786446
US,South Carolina,6519,105,1.6106764841233319
US,South Carolina,51174,401,0.7836010474068863
US,South Carolina,63061,464,0.7357954995956296
US,South Carolina,3389,61,1.7999409855414576
US,South Carolina,132498,994,0.7502000030189135
US,South Carolina,17362,328,1.8891832738163805
US,South Carolina,11866,157,1.3231080397775157
US,South Carolina,14107,206,1.4602679520805273
US,South Carolina,10303,166,1.6111812093564981
US,South Carolina,10715,226,2.109192720485301
US,South Carolina,21323,333,1.561693945504854
US,South Carolina,11040,149,1.3496376811594204
US,South Carolina,66822,536,0.8021310346891742
US,South Carolina,7897,73,0.9244016715208307
US,South Carolina,7141,112,1.5684077860243664
US,South Carolina,48326,671,1.3884865289906054
US,South Carolina,18704,237,1.2671086398631308
US,South Carolina,197204,2081,1.0552524289568164
US,South Carolina,25500,320,1.2549019607843137
US,South Carolina,5725,86,1.502183406113537
US,South Carolina,115464,1238,1.0721956627173839
US,South Carolina,6878,96,1.395754579819715
US,South Carolina,25905,272,1.0499903493534066
US,South Carolina,29787,292,0.9802934165911303
US,South Carolina,21806,308,1.4124552875355407
US,South Carolina,4825,98,2.0310880829015545
US,South Carolina,116082,925,0.7968505022311814
US,South Carolina,10110,168,1.6617210682492582
US,South Carolina,9381,113,1.2045624133887645
US,South Carolina,2605,41,1.5738963531669865
US,South Carolina,15509,209,1.347604616674189
US,South Carolina,27804,367,1.3199539634584951
US,South Carolina,28044,433,1.5440022821280845
US,South Carolina,51946,658,1.2667000346513688
US,South Carolina,151320,992,0.6555643669045731
US,South Carolina,4389,83,1.8910913647755754
US,South Carolina,110248,1591,1.4431100790944054
US,South Carolina,33292,418,1.2555568905442749
US,South Carolina,0,0,
US,South Carolina,9144,159,1.7388451443569555
US,South Carolina,9781,150,1.5335855229526634
US,South Carolina,91078,712,0.7817475131206219
US,South Dakota,875,18,2.057142857142857
US,South Dakota,5322,64,1.2025554302893648
US,South Dakota,897,15,1.6722408026755853
US,South Dakota,2441,41,1.6796394920114708
US,South Dakota,9092,62,0.6819181698196216
US,South Dakota,11610,130,1.119724375538329
US,South Dakota,1632,27,1.6544117647058822
US,South Dakota,672,18,2.6785714285714284
US,South Dakota,3150,48,1.5238095238095237
US,South Dakota,303,7,2.31023102310231
US,South Dakota,3387,37,1.0924121641570712
US,South Dakota,912,12,1.3157894736842106
US,South Dakota,3781,26,0.6876487701666226
US,South Dakota,9997,106,1.0603180954286286
US,South Dakota,1172,18,1.5358361774744027
US,South Dakota,2414,28,1.15990057995029
US,South Dakota,6771,84,1.2405848471422243
US,South Dakota,1420,40,2.816901408450704
US,South Dakota,1146,12,1.0471204188481675
US,South Dakota,3339,45,1.3477088948787062
US,South Dakota,779,16,2.053915275994865
US,South Dakota,1032,17,1.6472868217054264
US,South Dakota,2356,42,1.7826825127334465
US,South Dakota,664,17,2.5602409638554215
US,South Dakota,2290,51,2.2270742358078603
US,South Dakota,1174,34,2.8960817717206133
US,South Dakota,507,12,2.366863905325444
US,South Dakota,1717,41,2.38788584740827
US,South Dakota,637,13,2.0408163265306123
US,South Dakota,720,6,0.8333333333333334
US,South Dakota,217,3,1.3824884792626728
US,South Dakota,4900,62,1.2653061224489797
US,South Dakota,1934,39,2.016546018614271
US,South Dakota,342,8,2.3391812865497075
US,South Dakota,718,21,2.9247910863509747
US,South Dakota,460,20,4.3478260869565215
US,South Dakota,189,2,1.0582010582010581
US,South Dakota,1480,25,1.6891891891891893
US,South Dakota,2544,28,1.10062893081761
US,South Dakota,7569,88,1.1626370722684636
US,South Dakota,16912,109,0.6445127719962157
US,South Dakota,1374,13,0.9461426491994177
US,South Dakota,898,15,1.670378619153675
US,South Dakota,1470,32,2.17687074829932
US,South Dakota,520,14,2.6923076923076925
US,South Dakota,8108,68,0.8386778490379871
US,South Dakota,627,8,1.2759170653907497
US,South Dakota,522,15,2.8735632183908044
US,South Dakota,62780,545,0.8681108633322714
US,South Dakota,1645,29,1.762917933130699
US,South Dakota,4711,61,1.294841859477818
US,South Dakota,37513,369,0.9836589982139525
US,South Dakota,773,19,2.4579560155239326
US,South Dakota,772,9,1.16580310880829
US,South Dakota,2732,56,2.049780380673499
US,South Dakota,653,8,1.225114854517611
US,South Dakota,1634,36,2.2031823745410035
US,South Dakota,714,8,1.1204481792717087
US,South Dakota,261,3,1.1494252873563218
US,South Dakota,3701,52,1.4050256687381788
US,South Dakota,1627,27,1.659496004917025
US,South Dakota,2143,63,2.9398040130657956
US,South Dakota,0,0,
US,South Dakota,4251,55,1.293813220418725
US,South Dakota,1457,28,1.9217570350034316
US,South Dakota,6628,60,0.9052504526252263
US,South Dakota,701,11,1.5691868758915835
US,Tennessee,26424,377,1.4267332727823192
US,Tennessee,17142,243,1.4175708785439272
US,Tennessee,5344,101,1.8899700598802396
US,Tennessee,5177,62,1.1976047904191616
US,Tennessee,45587,488,1.0704806194748502
US,Tennessee,37562,444,1.1820456844683456
US,Tennessee,14921,181,1.2130554252395953
US,Tennessee,4981,75,1.5057217426219636
US,Tennessee,10791,167,1.547585951255676
US,Tennessee,20050,365,1.8204488778054864
US,Tennessee,12515,137,1.0946863763483818
US,Tennessee,6655,100,1.5026296018031555
US,Tennessee,10595,205,1.9348749410099104
US,Tennessee,2590,56,2.1621621621621623
US,Tennessee,13946,239,1.7137530474688083
US,Tennessee,19796,286,1.4447363103657305
US,Tennessee,6046,89,1.4720476347998677
US,Tennessee,18856,343,1.8190496393720832
US,Tennessee,225600,1789,0.7929964539007093
US,Tennessee,7249,107,1.4760656642295489
US,Tennessee,4232,71,1.6776937618147447
US,Tennessee,18781,261,1.389702358766839
US,Tennessee,14788,220,1.4876927238301325
US,Tennessee,13268,196,1.4772384684956286
US,Tennessee,6731,136,2.0205021542118557
US,Tennessee,15130,202,1.3350958360872438
US,Tennessee,20493,284,1.3858390669984872
US,Tennessee,10991,206,1.8742607588026567
US,Tennessee,7860,115,1.4631043256997456
US,Tennessee,26230,402,1.5325962638200534
US,Tennessee,4469,79,1.7677332736630118
US,Tennessee,23193,380,1.6384253869702066
US,Tennessee,116618,1237,1.0607281894733231
US,Tennessee,2488,42,1.6881028938906752
US,Tennessee,8972,131,1.4600980829246544
US,Tennessee,10286,172,1.6721757728951974
US,Tennessee,20178,350,1.7345623946872832
US,Tennessee,7453,108,1.4490809070173085
US,Tennessee,10450,179,1.7129186602870814
US,Tennessee,9567,172,1.797846764921083
US,Tennessee,8071,119,1.4744145706851692
US,Tennessee,2950,63,2.135593220338983
US,Tennessee,5760,83,1.4409722222222223
US,Tennessee,3703,66,1.7823386443424252
